image.num,stim.race,stim.gen,hair_length,stim.num,discriminator_score,red_mean,green_mean,blue_mean,luminance,Skintone.1,Race.1,RaceTextbox.1,Afrocentric.1,Eurocentric.1,Asiocentric.1,Masculinity.1,Femininity.1,Hair.1,Skintone.2,Race.2,RaceTextbox.2,Afrocentric.2,Eurocentric.2,Asiocentric.2,Masculinity.2,Femininity.2,Hair.2,Skintone.3,Race.3,RaceTextbox.3,Afrocentric.3,Eurocentric.3,Asiocentric.3,Masculinity.3,Femininity.3,Hair.3,Skintone.4,Race.4,RaceTextbox.4,Afrocentric.4,Eurocentric.4,Asiocentric.4,Masculinity.4,Femininity.4,Hair.4,Skintone.5,Race.5,RaceTextbox.5,Afrocentric.5,Eurocentric.5,Asiocentric.5,Masculinity.5,Femininity.5,Hair.5,Skintone.6,Race.6,RaceTextbox.6,Afrocentric.6,Eurocentric.6,Asiocentric.6,Masculinity.6,Femininity.6,Hair.6,Skintone.7,Race.7,RaceTextbox.7,Afrocentric.7,Eurocentric.7,Asiocentric.7,Masculinity.7,Femininity.7,Hair.7,Skintone.8,Race.8,RaceTextbox.8,Afrocentric.8,Eurocentric.8,Asiocentric.8,Masculinity.8,Femininity.8,Hair.8,Skintone.9,Race.9,RaceTextbox.9,Afrocentric.9,Eurocentric.9,Asiocentric.9,Masculinity.9,Femininity.9,Hair.9,Skintone.10,Race.10,RaceTextbox.10,Afrocentric.10,Eurocentric.10,Asiocentric.10,Masculinity.10,Femininity.10,Hair.10,Skintone.11,Race.11,RaceTextbox.11,Afrocentric.11,Eurocentric.11,Asiocentric.11,Masculinity.11,Femininity.11,Hair.11,Skintone.12,Race.12,RaceTextbox.12,Afrocentric.12,Eurocentric.12,Asiocentric.12,Masculinity.12,Femininity.12,Hair.12,Skintone.13,Race.13,RaceTextbox.13,Afrocentric.13,Eurocentric.13,Asiocentric.13,Masculinity.13,Femininity.13,Hair.13,Skintone.14,Race.14,RaceTextbox.14,Afrocentric.14,Eurocentric.14,Asiocentric.14,Masculinity.14,Femininity.14,Hair.14,Skintone.15,Race.15,RaceTextbox.15,Afrocentric.15,Eurocentric.15,Asiocentric.15,Masculinity.15,Femininity.15,Hair.15,Skintone.16,Race.16,RaceTextbox.16,Afrocentric.16,Eurocentric.16,Asiocentric.16,Masculinity.16,Femininity.16,Hair.16
763,short,m,short,65.png,143.2505188,132.3842,105.17261,90.49469,0.43098214,6,Black,,6,3,1,7,1,1,6,Black,,6,1,1,7,1,1,5,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,2,6,Black,,7,2,1,6,1,1,7,Black,,7,1,1,7,1,2,6,Black,,7,1,1,7,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
764,short,m,short,66.png,171.0052643,170.20091,146.32169,132.2748,0.5897504,5,Black,,6,1,1,6,1,1,6,Black,,7,1,1,7,1,3,7,Black,,7,1,1,7,1,2,6,Black,,6,2,2,7,1,1,6,Black,,7,3,3,4,1,2,6,Black,,6,2,1,7,1,1,5,Black,,7,2,1,6,NA,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
765,short,m,short,67.png,165.5466309,166.65805,153.32544,148.58998,0.6110555,5,Black,,5,3,1,5,1,1,4,Black,,5,4,4,6,3,1,4,Black,,6,4,1,6,1,1,5,Black,,7,1,1,7,1,1,5,Black,,6,2,2,7,1,1,6,Black,,6,3,1,5,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
766,short,m,short,68.png,106.0332718,123.28048,112.997986,98.23033,0.44752547,5,Black,,7,1,2,6,2,2,6,Black,,6,3,1,6,2,1,7,Black,,7,3,1,7,1,2,6,Black,,6,3,1,7,1,1,7,Black,,7,1,NA,6,2,1,5,Black,,5,2,1,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
767,short,m,short,69.png,141.1966705,158.53375,71.32802,50.462322,0.3465423,6,Black,,5,2,1,4,1,1,5,Black,,6,2,1,5,2,2,5,Black,,7,1,1,7,1,1,6,Black,,6,1,1,7,1,1,5,Black,,1,5,1,7,1,1,7,Black,,7,1,1,7,1,1,6,Black,,7,1,1,6,2,1,4,Black,,7,1,NA,7,1,1,6,Black,,6,2,1,7,1,1,4,Black,,2,3,4,7,1,1,5,Black,,6,2,1,6,2,1,7,Black,,7,1,1,7,1,1,7,Black,NA,7,1,7,7,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
768,short,m,short,7.png,157.7692413,122.15222,93.6108,112.958115,0.3963805,7,Black,,7,2,1,7,1,1,7,Black,,7,1,1,7,1,1,7,Black,,7,1,1,7,1,1,6,Black,,6,2,2,7,1,1,7,Black,,7,1,1,7,1,1,7,Black,,7,1,1,7,1,1,6,Black,,7,4,1,7,1,1,7,Black,,7,2,1,7,1,1,7,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
769,short,m,short,70.png,141.5232239,117.20651,113.43196,103.55798,0.44518468,6,Black,,7,2,2,7,1,2,4,Black,,6,1,1,5,2,1,3,Black,,4,6,1,7,1,2,NA,Black,,7,1,1,6,1,1,5,Black,,6,2,1,7,1,1,3,Not listed,,2,2,1,7,1,1,5,Native Hawaiian or Other Pacific Islander,,2,1,1,6,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
770,short,m,short,71.png,128.4754333,158.2271,130.69737,97.362144,0.5260643,7,Black,,5,2,1,6,1,2,6,Black,,7,1,1,6,1,1,6,Black,,6,1,1,7,1,1,7,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
771,short,m,short,72.png,83.16568756,116.444,93.4005,76.04433,0.38058275,6,Black,,7,1,1,7,1,1,5,Black,,3,6,2,7,1,1,7,Black,,7,1,1,7,1,1,6,Black,,7,1,3,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
772,short,m,short,73.png,165.3527374,160.18831,106.38742,80.25827,0.4546807,5,Black,,7,1,1,6,1,1,5,Black,,5,3,2,5,1,2,4,Black,,5,4,4,5,4,2,5,Black,,6,2,2,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
773,short,m,short,74.png,109.9898987,97.661964,84.9278,72.33829,0.3401075,6,Black,,7,1,1,6,1,2,6,Black,,6,1,1,5,1,2,6,Black,,6,1,1,6,1,2,4,Black,,6,2,1,7,2,1,7,Black,,7,1,1,6,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
774,short,m,short,75.png,146.8191681,107.78999,66.84822,52.382053,0.29220134,6,Black,,6,2,2,6,2,1,6,Black,,7,1,1,7,1,1,4,Black,,7,1,1,6,4,1,7,Black,,7,1,1,7,1,1,7,Black,,7,1,1,7,1,1,5,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,1,5,Black,,7,1,1,5,3,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
775,short,m,short,76.png,154.2088623,140.02211,147.56102,140.91762,0.57050306,5,Black,,5,4,5,5,2,2,6,Black,,5,1,1,6,1,2,5,Black,,2,7,1,7,1,1,6,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,1,5,Black,,7,2,1,7,2,1,5,Black,,7,1,1,7,1,1,6,Black,,6,2,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
776,short,m,short,77.png,156.0066681,147.83658,142.88504,147.43372,0.5657504,6,Black,,6,3,1,6,2,2,7,Black,,7,1,1,7,1,3,6,Black,,6,1,1,7,1,1,7,Black,,7,2,1,7,1,2,6,Black,,7,2,2,7,1,1,7,Black,,7,1,1,7,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
777,short,m,short,78.png,126.8384171,110.1975,99.27613,83.3361,0.39391539,6,Black,,5,2,1,6,1,1,5,Black,,5,2,2,6,2,2,6,Black,,7,1,1,7,1,1,6,Black,,5,2,1,4,3,2,5,Black,,6,2,2,7,1,1,6,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
778,short,m,short,79.png,157.7765503,137.19142,109.17971,99.29096,0.44871897,5,Black,,4,1,1,5,2,2,6,Black,,6,1,1,6,1,2,6,Black,,7,1,1,7,1,1,7,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
779,short,m,short,8.png,138.1593933,131.05211,104.71847,87.83555,0.42784497,7,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,1,6,Black,,6,2,1,6,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
780,short,m,short,80.png,147.2152863,141.12909,104.92864,86.72428,0.43652403,4,Black,,4,1,1,1,1,1,5,Black,,7,2,1,7,1,1,6,Black,,7,7,1,7,1,NA,6,Black,,6,2,1,4,2,1,5,Black,,7,1,1,5,2,2,5,Black,,6,3,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
781,short,m,short,81.png,128.4566193,140.59216,133.95343,131.57297,0.5301706,6,Black,,7,1,1,7,1,1,6,Black,,7,1,1,6,1,2,5,Black,,5,1,1,5,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
782,short,m,short,82.png,89.08048248,103.46334,85.1525,80.4983,0.34788552,7,Black,,7,1,1,7,1,1,6,Black,,4,4,4,5,2,3,6,Black,,7,1,1,7,1,1,6,Black,,6,2,1,6,1,1,6,Black,,6,2,1,5,2,3,7,Black,,7,1,1,7,1,2,7,Black,,5,1,1,4,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
783,short,m,short,83.png,142.4940948,104.09173,87.582115,77.64954,0.3544173,5,Black,,4,2,3,6,2,2,5,Black,,5,5,3,6,1,2,5,Black,,6,2,1,7,1,1,NA,Black,,7,1,1,7,1,1,5,Black,,6,2,1,7,1,3,3,Black,,5,4,2,6,2,2,6,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
784,short,m,short,84.png,176.9927216,122.562515,100.74835,95.86482,0.4119025,5,Black,,7,1,1,5,2,2,5,Black,,6,2,1,6,1,1,6,Black,,7,1,1,6,2,1,6,Black,,NA,1,1,6,1,1,7,Black,,7,1,1,6,2,1,6,Black,,7,1,1,7,1,1,5,Black,,6,1,1,6,1,1,6,Black,,6,1,1,6,2,1,6,Black,,6,3,1,7,1,1,6,Black,,7,2,2,7,1,1,5,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
785,short,m,short,85.png,147.7268066,121.10183,108.13212,98.20251,0.4320541,6,Black,,7,1,1,7,1,2,6,Black,,7,2,1,5,2,3,6,Black,,6,1,1,7,1,2,5,Black,,7,1,1,7,1,2,5,Black,Black,7,1,1,7,1,1,6,Black,,5,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
786,short,m,short,86.png,53.76356125,52.24902,93.87683,95.50333,0.33388698,7,Black,,7,1,1,7,1,1,7,Black,,7,1,1,7,2,1,7,Black,,7,1,1,6,1,2,7,Black,,6,1,1,6,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
787,short,m,short,87.png,159.2458649,172.36406,154.68304,151.7947,0.6205288,6,Black,,6,2,2,6,2,3,7,Black,,7,1,1,7,1,3,5,Black,,6,1,1,5,1,2,6,Black,,7,1,1,7,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
788,short,m,short,88.png,134.199646,111.76147,94.233406,71.347404,0.37768415,4,,,4,4,3,6,4,1,7,Black,,7,1,1,6,2,1,7,Black,,7,1,1,7,1,2,6,Black,,7,1,2,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
789,short,m,short,89.png,137.9535828,91.56545,95.289536,94.03359,0.37022313,7,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,1,4,Black,,5,3,3,4,4,2,6,Black,,7,1,1,7,1,7,6,Black,,6,1,1,6,1,1,5,Black,,2,3,4,7,1,1,6,Black,,7,2,2,7,1,1,6,Black,,7,1,2,4,1,1,6,Black,,7,1,1,7,1,1,6,Black,,6,1,1,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
790,short,m,short,9.png,157.938858,176.32112,145.46144,122.48037,0.5896701,5,Black,,6,3,1,6,2,1,5,Black,,5,4,2,6,1,2,5,Black,,7,1,1,7,1,1,5,Black,,6,2,1,7,1,3,5,Black,,6,2,3,6,2,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
791,short,m,short,90.png,158.3742065,99.74072,73.514366,60.985104,0.30661857,6,Black,,7,1,1,6,2,1,6,Black,,7,1,1,7,1,1,5,Black,,6,4,1,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
792,short,m,short,91.png,175.295166,144.82498,143.30109,148.86557,0.5648108,7,Black,,7,1,1,7,1,1,5,Black,,5,2,1,5,2,2,4,Black,,6,1,1,5,1,2,4,Black,,7,1,1,4,6,2,5,Black,,6,2,1,7,1,1,4,Black,,6,1,1,7,1,2,6,Black,,7,1,1,7,2,2,4,Black,,6,2,2,6,1,2,5,Black,,5,4,1,5,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
793,short,m,short,92.png,113.1655807,44.93279,29.893204,22.583288,0.1277025,6,Black,,7,3,3,7,1,1,6,Black,,7,1,1,7,1,2,7,Black,,7,1,1,7,1,1,5,Black,,4,2,1,3,2,1,6,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
794,short,m,short,93.png,157.7765503,137.19142,109.17971,99.29096,0.44871897,7,Black,,7,1,1,5,1,1,7,Black,,7,1,1,7,1,1,7,Black,,7,1,1,7,1,1,6,Black,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
795,short,m,short,94.png,161.9971008,197.65283,156.32138,141.53384,0.6433104,6,Black,,6,2,2,5,2,1,5,Black,,7,1,1,4,3,1,5,Black,,6,2,2,7,1,1,5,Black,,6,1,1,7,1,1,4,Black,,7,1,1,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
