,X,stim.race,stim.gen,hairlength,stim.num,fullstimname,men.low.agree,dup,matches_prompt,discriminator_score,red_mean,green_mean,blue_mean,luminance,Skintone.1,Race.1,RaceTextbox.1,Afrocentric.1,Eurocentric.1,Asiocentric.1,Masculinity_1,Femininity.1,Hair.1,Skintone.2,Race.2,RaceTextbox.2,Afrocentric.2,Eurocentric.2,Asiocentric.2,Masculinity_2,Femininity.2,Hair.2,Skintone.3,Race.3,RaceTextbox.3,Afrocentric.3,Eurocentric.3,Asiocentric.3,Masculinity_3,Femininity.3,Hair.3,Skintone.4,Race.4,RaceTextbox.4,Afrocentric.4,Eurocentric.4,Asiocentric.4,Masculinity_4,Femininity.4,Hair.4,Skintone.5,Race.5,RaceTextbox.5,Afrocentric.5,Eurocentric.5,Asiocentric.5,Masculinity_5,Femininity.5,Hair.5,Skintone.6,Race.6,RaceTextbox.6,Afrocentric.6,Eurocentric.6,Asiocentric.6,Masculinity_6,Femininity.6,Hair.6,Skintone.7,Race.7,RaceTextbox.7,Afrocentric.7,Eurocentric.7,Asiocentric.7,Masculinity_7,Femininity.7,Hair.7,Skintone.8,Race.8,RaceTextbox.8,Afrocentric.8,Eurocentric.8,Asiocentric.8,Masculinity_8,Femininity.8,Hair.8,Skintone.9,Race.9,RaceTextbox.9,Afrocentric.9,Eurocentric.9,Asiocentric.9,Masculinity_9,Femininity.9,Hair.9,Skintone.10,Race.10,RaceTextbox.10,Afrocentric.10,Eurocentric.10,Asiocentric.10,Masculinity_10,Femininity.10,Hair.10,Skintone.11,Race.11,RaceTextbox.11,Afrocentric.11,Eurocentric.11,Asiocentric.11,Masculinity_11,Femininity.11,Hair.11,Skintone.12,Race.12,RaceTextbox.12,Afrocentric.12,Eurocentric.12,Asiocentric.12,Masculinity_12,Femininity.12,Hair.12,Skintone.13,Race.13,RaceTextbox.13,Afrocentric.13,Eurocentric.13,Asiocentric.13,Masculinity_13,Femininity.13,Hair.13,Skintone.14,Race.14,RaceTextbox.14,Afrocentric.14,Eurocentric.14,Asiocentric.14,Masculinity_14,Femininity.14,Hair.14,Skintone.15,Race.15,RaceTextbox.15,Afrocentric.15,Eurocentric.15,Asiocentric.15,Masculinity_15,Femininity.15,Hair.15,Skintone.16,Race.16,RaceTextbox.16,Afrocentric.16,Eurocentric.16,Asiocentric.16,Masculinity_16,Femininity.16,Hair.16
173,344,Black,men,short,48.png,bms48.png,No,No,Yes,126.0454483,101.77406,79.171265,73.86156,0.3278237,7,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,345,Black,men,short,49.png,bms49.png,No,No,Yes,169.6092834,199.42207,182.14157,172.36243,0.7259251,6,Black or African-American,,5,6,1,7,1,1,5,Black or African-American,,7,1,1,6,1,1,4,Black or African-American,,7,2,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,5,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,346,Black,men,short,5.png,bms5.png,No,No,Yes,171.6199493,155.98611,148.48752,142.56201,0.5868808,5,Black or African-American,,6,2,1,6,2,2,5,Black or African-American,,6,3,1,7,2,2,6,Black or African-American,,7,1,1,5,4,1,6,Black or African-American,,7,3,2,7,1,1,6,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,2,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,348,Black,men,short,51.png,bms51.png,No,No,Yes,164.0626678,143.50525,130.51797,127.004875,0.52167237,7,Black or African-American,,7,1,1,7,1,2,6,Black or African-American,,6,1,1,5,NA,2,7,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,,7,1,1,7,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,351,Black,men,short,54.png,bms54.png,No,No,Yes,127.408905,122.712746,116.69778,112.341866,0.4614221,7,Black or African-American,,7,1,1,7,1,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,352,Black,men,short,55.png,bms55.png,No,No,Yes,161.7898254,207.21371,189.27715,180.03418,0.7546066,7,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,,7,1,1,6,3,1,6,Black or African-American,,5,1,1,6,1,1,7,Black or African-American,,7,1,1,7,2,1,6,Black or African-American,,6,3,1,6,2,1,7,Black or African-American,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,353,Black,men,short,56.png,bms56.png,No,No,Yes,76.07169342,112.457565,108.975296,104.49138,0.4289893,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,6,1,1,6,Black or African-American,,6,3,2,5,1,1,7,Black or African-American,,5,4,4,5,2,1,6,Black or African-American,,7,2,1,7,1,1,6,Black or African-American,,1,2,2,5,2,1,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,6,2,1,7,Black or African-American,,7,1,1,6,2,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,354,Black,men,short,57.png,bms57.png,No,No,Yes,133.3599548,156.04614,64.75264,87.36691,0.3364713,7,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,,7,1,3,6,2,1,7,Black or African-American,,7,1,1,6,2,1,7,Black or African-American,Black,7,1,1,7,1,1,5,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,4,4,3,1,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,7,1,2,7,Black or African-American,NA,7,1,1,7,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,356,Black,men,short,59.png,bms59.png,No,No,Yes,170.7048187,164.92807,151.72859,142.44391,0.6033948,6,Black or African-American,,7,3,2,5,4,2,5,Black or African-American,,7,1,1,7,1,1,6,White,,7,1,1,7,1,1,5,Black or African-American,,5,2,1,7,1,1,6,Black or African-American,,6,1,1,5,1,1,5,Black or African-American,,4,3,1,5,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,357,Black,men,short,6.png,bms6.png,No,No,Yes,179.2141724,173.59814,159.27292,144.23276,0.63229036,6,Black or African-American,,6,2,2,6,2,2,6,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,5,1,4,6,1,1,6,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,,7,1,1,7,1,1,3,Black or African-American,,6,4,5,7,1,1,6,Black or African-American,,7,2,1,7,1,1,4,Black or African-American,,7,1,1,7,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,358,Black,men,short,60.png,bms60.png,No,No,Yes,141.0405731,93.708275,92.03331,104.07258,0.36571917,5,Black or African-American,,7,1,1,6,1,2,4,Black or African-American,,7,1,1,7,1,3,5,Black or African-American,,5,2,1,5,1,NA,5,Black or African-American,,6,3,1,6,2,3,6,Black or African-American,,6,3,2,6,3,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,361,Black,men,short,63.png,bms63.png,No,No,Yes,188.5400848,187.92235,169.92848,162.24208,0.6792179,6,Black or African-American,,7,1,1,7,1,2,5,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,7,1,1,5,1,2,5,Black or African-American,,7,1,1,6,1,2,5,Black or African-American,,7,2,1,7,1,2,7,Black or African-American,,7,1,1,7,1,2,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,2,1,7,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,362,Black,men,short,64.png,bms64.png,No,No,Yes,168.738327,125.367325,115.49083,111.64763,0.46005452,6,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,3,1,7,1,2,5,Black or African-American,,6,1,1,6,1,2,5,Black or African-American,,6,2,1,7,1,1,6,Black or African-American,,7,1,1,7,1,2,5,Black or African-American,,5,1,1,5,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,365,Black,men,short,67.png,bms67.png,No,No,Yes,165.5466309,166.65805,153.32544,148.58998,0.6110555,5,Black or African-American,,5,3,1,5,1,1,4,Black or African-American,,5,4,4,6,3,1,4,Black or African-American,,6,4,1,6,1,1,5,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,6,2,2,7,1,1,6,Black or African-American,,6,3,1,5,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,367,Black,men,short,69.png,bms69.png,No,No,Yes,141.1966705,158.53375,71.32802,50.462322,0.3465423,6,Black or African-American,,5,2,1,4,1,1,5,Black or African-American,,6,2,1,5,2,2,5,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,6,1,1,7,1,1,5,Black or African-American,,1,5,1,7,1,1,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,6,2,1,4,Black or African-American,,7,1,NA,7,1,1,6,Black or African-American,,6,2,1,7,1,1,4,Black or African-American,NA,2,3,4,7,1,1,5,Black or African-American,NA,6,2,1,6,2,1,7,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,NA,7,1,7,7,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,371,Black,men,short,72.png,bms72.png,No,No,Yes,83.16568756,116.444,93.4005,76.04433,0.38058275,6,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,3,6,2,7,1,1,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,3,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,373,Black,men,short,74.png,bms74.png,No,No,Yes,109.9898987,97.661964,84.9278,72.33829,0.3401075,6,Black or African-American,,7,1,1,6,1,2,6,Black or African-American,,6,1,1,5,1,2,6,Black or African-American,,6,1,1,6,1,2,4,Black or African-American,,6,2,1,7,2,1,7,Black or African-American,,7,1,1,6,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,374,Black,men,short,75.png,bms75.png,No,No,Yes,146.8191681,107.78999,66.84822,52.382053,0.29220134,6,Black or African-American,,6,2,2,6,2,1,6,Black or African-American,,7,1,1,7,1,1,4,Black or African-American,,7,1,1,6,4,1,7,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,7,1,1,5,3,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,375,Black,men,short,76.png,bms76.png,No,No,Yes,154.2088623,140.02211,147.56102,140.91762,0.57050306,5,Black or African-American,,5,4,5,5,2,2,6,Black or African-American,,5,1,1,6,1,2,5,Black or African-American,,2,7,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,7,2,1,7,2,1,5,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,6,2,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,378,Black,men,short,79.png,bms79.png,No,No,Yes,157.7765503,137.19142,109.17971,99.29096,0.44871897,5,Black or African-American,,4,1,1,5,2,2,6,Black or African-American,,6,1,1,6,1,2,6,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,380,Black,men,short,80.png,bms80.png,No,No,Yes,147.2152863,141.12909,104.92864,86.72428,0.43652403,4,Black or African-American,,4,1,1,1,1,1,5,Black or African-American,,7,2,1,7,1,1,6,Black or African-American,,7,7,1,7,1,NA,6,Black or African-American,,6,2,1,4,2,1,5,Black or African-American,,7,1,1,5,2,2,5,Black or African-American,,6,3,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,383,Black,men,short,83.png,bms83.png,No,No,Yes,142.4940948,104.09173,87.582115,77.64954,0.3544173,5,Black or African-American,,4,2,3,6,2,2,5,Black or African-American,,5,5,3,6,1,2,5,Black or African-American,,6,2,1,7,1,1,NA,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,6,2,1,7,1,3,3,Black or African-American,,5,4,2,6,2,2,6,Black or African-American,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,384,Black,men,short,84.png,bms84.png,No,No,Yes,176.9927216,122.562515,100.74835,95.86482,0.4119025,5,Black or African-American,,7,1,1,5,2,2,5,Black or African-American,,6,2,1,6,1,1,6,Black or African-American,,7,1,1,6,2,1,6,Black or African-American,,NA,1,1,6,1,1,7,Black or African-American,,7,1,1,6,2,1,6,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,6,1,1,6,1,1,6,Black or African-American,,6,1,1,6,2,1,6,Black or African-American,,6,3,1,7,1,1,6,Black or African-American,NA,7,2,2,7,1,1,5,Black or African-American,NA,7,1,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,386,Black,men,short,86.png,bms86.png,No,No,Yes,53.76356125,52.24902,93.87683,95.50333,0.33388698,7,Black or African-American,,7,1,1,7,1,1,7,Black or African-American,,7,1,1,7,2,1,7,Black or African-American,,7,1,1,6,1,2,7,Black or African-American,,6,1,1,6,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,393,Black,men,short,92.png,bms92.png,No,No,Yes,113.1655807,44.93279,29.893204,22.583288,0.1277025,6,Black or African-American,,7,3,3,7,1,1,6,Black or African-American,,7,1,1,7,1,2,7,Black or African-American,,7,1,1,7,1,1,5,Black or African-American,,4,2,1,3,2,1,6,Black or African-American,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,395,Black,men,short,94.png,bms94.png,No,No,Yes,161.9971008,197.65283,156.32138,141.53384,0.6433104,6,Black or African-American,,6,2,2,5,2,1,5,Black or African-American,,7,1,1,4,3,1,5,Black or African-American,,6,2,2,7,1,1,5,Black or African-American,,6,1,1,7,1,1,4,Black or African-American,,7,1,1,6,2,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,399,Black,men,short,98.png,bms98.png,No,No,Yes,155.5531616,129.33243,115.8556,110.0182,0.4639234,7,Black or African-American,,7,3,3,7,1,1,7,Black or African-American,,7,2,1,6,1,1,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,7,1,1,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,400,Black,men,short,99.png,bms99.png,No,No,Yes,165.0549622,128.9704,114.79301,100.14416,0.45784682,6,Black or African-American,,6,2,2,5,3,1,2,Black or African-American,,4,3,4,5,2,1,7,Black or African-American,,7,1,1,6,1,1,7,Black or African-American,,7,1,1,7,1,1,6,Black or African-American,,6,3,1,5,3,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,401,White,men,long,1.png,wml1.png,No,No,Yes,155.4259186,142.90077,128.78181,119.71096,0.5142347,2,White,,1,5,1,5,2,4,2,White,,1,7,1,6,2,7,1,White,,1,7,1,7,1,7,3,American Indian or Alaska Native,,2,6,1,6,2,7,2,White,,2,2,1,6,1,7,1,White,,1,7,1,6,1,7,1,White,,1,7,1,6,1,7,3,White,,1,7,1,6,2,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
