,X,stim.race,stim.gen,hairlength,stim.num,fullstimname,men.low.agree,dup,matches_prompt,discriminator_score,red_mean,green_mean,blue_mean,luminance,Skintone.1,Race.1,RaceTextbox.1,Afrocentric.1,Eurocentric.1,Asiocentric.1,Masculinity_1,Femininity.1,Hair.1,Skintone.2,Race.2,RaceTextbox.2,Afrocentric.2,Eurocentric.2,Asiocentric.2,Masculinity_2,Femininity.2,Hair.2,Skintone.3,Race.3,RaceTextbox.3,Afrocentric.3,Eurocentric.3,Asiocentric.3,Masculinity_3,Femininity.3,Hair.3,Skintone.4,Race.4,RaceTextbox.4,Afrocentric.4,Eurocentric.4,Asiocentric.4,Masculinity_4,Femininity.4,Hair.4,Skintone.5,Race.5,RaceTextbox.5,Afrocentric.5,Eurocentric.5,Asiocentric.5,Masculinity_5,Femininity.5,Hair.5,Skintone.6,Race.6,RaceTextbox.6,Afrocentric.6,Eurocentric.6,Asiocentric.6,Masculinity_6,Femininity.6,Hair.6,Skintone.7,Race.7,RaceTextbox.7,Afrocentric.7,Eurocentric.7,Asiocentric.7,Masculinity_7,Femininity.7,Hair.7,Skintone.8,Race.8,RaceTextbox.8,Afrocentric.8,Eurocentric.8,Asiocentric.8,Masculinity_8,Femininity.8,Hair.8,Skintone.9,Race.9,RaceTextbox.9,Afrocentric.9,Eurocentric.9,Asiocentric.9,Masculinity_9,Femininity.9,Hair.9,Skintone.10,Race.10,RaceTextbox.10,Afrocentric.10,Eurocentric.10,Asiocentric.10,Masculinity_10,Femininity.10,Hair.10,Skintone.11,Race.11,RaceTextbox.11,Afrocentric.11,Eurocentric.11,Asiocentric.11,Masculinity_11,Femininity.11,Hair.11,Skintone.12,Race.12,RaceTextbox.12,Afrocentric.12,Eurocentric.12,Asiocentric.12,Masculinity_12,Femininity.12,Hair.12,Skintone.13,Race.13,RaceTextbox.13,Afrocentric.13,Eurocentric.13,Asiocentric.13,Masculinity_13,Femininity.13,Hair.13,Skintone.14,Race.14,RaceTextbox.14,Afrocentric.14,Eurocentric.14,Asiocentric.14,Masculinity_14,Femininity.14,Hair.14,Skintone.15,Race.15,RaceTextbox.15,Afrocentric.15,Eurocentric.15,Asiocentric.15,Masculinity_15,Femininity.15,Hair.15,Skintone.16,Race.16,RaceTextbox.16,Afrocentric.16,Eurocentric.16,Asiocentric.16,Masculinity_16,Femininity.16,Hair.16
447,940,Black,women,long,80.png,bwl80.png,No,No,Yes,139.3419189,140.78455,109.92826,103.572815,0.45502684,6,Black or African-American,,6,1,1,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,942,Black,women,long,82.png,bwl82.png,No,No,Yes,152.3567963,143.83142,119.51654,88.68051,0.48024395,5,Black or African-American,,5,2,1,2,5,4,6,Black or African-American,,6,1,1,1,7,7,5,Black or African-American,,5,4,2,2,6,6,5,American Indian or Alaska Native,,5,4,2,2,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,945,Black,women,long,86.png,bwl86.png,No,No,Yes,116.1082764,111.45239,104.9685,101.77881,0.416146,6,Black or African-American,,7,1,2,1,7,7,7,Black or African-American,,6,1,1,1,6,7,6,Black or African-American,,6,5,6,2,5,5,7,Black or African-American,,6,3,1,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,946,Black,women,long,9.png,bwl9.png,No,No,Yes,124.9499893,74.47208,62.678196,60.855976,0.25511727,7,Black or African-American,,7,2,2,1,7,7,6,Black or African-American,,7,1,1,1,7,6,7,Black or African-American,,6,1,2,1,6,6,7,Black or African-American,,7,1,1,1,7,7,6,,,7,1,1,6,3,6,7,Black or African-American,,7,2,2,2,7,7,7,Black or African-American,,7,1,1,1,7,7,7,Black or African-American,,7,1,1,3,6,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,951,Black,women,short,1.png,bwb1.png,No,No,Yes,178.1419373,191.29155,191.29155,191.29155,0.750163,6,Black or African-American,,6,2,2,2,6,1,4,Black or African-American,,5,4,2,2,6,1,5,Black or African-American,,6,1,1,2,5,2,4,Native Hawaiian or Other Pacific Islander,,1,6,1,4,4,1,6,Black or African-American,,7,1,1,1,7,1,5,Black or African-American,,6,2,1,2,5,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,953,Black,women,short,103.png,bwb103.png,No,No,Yes,167.3983612,217.26949,203.2824,194.11188,0.8062559,5,Black or African-American,,6,2,1,5,2,1,4,Black or African-American,,4,4,1,2,5,1,6,Black or African-American,,7,1,2,5,1,1,6,Black or African-American,,7,1,1,6,2,1,4,Native Hawaiian or Other Pacific Islander,,4,3,3,5,3,1,6,Black or African-American,,6,2,3,3,6,1,6,Black or African-American,,7,1,1,4,1,2,6,Black or African-American,,7,1,1,7,1,NA,7,Black or African-American,,7,1,1,7,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,954,Black,women,short,106.png,bwb106.png,No,No,Yes,122.7001877,101.76329,91.927895,94.281944,0.36937058,6,Black or African-American,,6,2,2,2,6,2,6,Black or African-American,,5,4,4,4,5,2,6,Black or African-American,,7,1,1,1,7,NA,6,Black or African-American,,7,1,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,955,Black,women,short,108.png,bwb108.png,No,No,Yes,185.1376648,214.1565,205.78714,197.55711,0.81165934,4,Black or African-American,,7,1,1,2,6,1,5,Black or African-American,,6,2,1,1,6,2,3,Black or African-American,,7,1,1,1,7,1,6,Black or African-American,,7,1,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,956,Black,women,short,113.png,bwb113.png,No,No,Yes,116.3429184,120.10834,99.028366,76.409134,0.39952573,5,Black or African-American,,6,1,3,1,7,1,5,Native Hawaiian or Other Pacific Islander,,4,4,2,2,6,1,4,Black or African-American,,7,1,1,1,7,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,959,Black,women,short,123.png,bwb123.png,No,No,Yes,166.7288513,199.5192,145.67966,123.63861,0.60995734,6,Black or African-American,,7,1,1,1,7,2,6,Black or African-American,,5,3,2,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,962,Black,women,short,128.png,bwb128.png,No,No,Yes,187.792038,224.38362,188.52248,144.72064,0.75681555,5,Black or African-American,,7,1,1,1,7,3,5,Black or African-American,,7,2,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,964,Black,women,short,134.png,bwb134.png,No,No,Yes,161.1963348,142.59142,121.69355,113.25859,0.4922712,6,Black or African-American,,7,3,1,1,6,1,5,Black or African-American,,7,1,2,3,6,1,3,Black or African-American,,5,3,2,2,6,1,6,Black or African-American,,6,2,1,1,7,1,5,Black or African-American,,6,1,1,2,6,1,5,Black or African-American,,6,2,1,1,NA,1,5,Black or African-American,,6,2,2,2,7,1,6,Black or African-American,,6,1,1,2,6,1,5,Black or African-American,,5,2,1,3,4,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,966,Black,women,short,14.png,bwb14.png,No,No,Yes,145.7699127,147.44629,131.78714,123.266525,0.52746063,6,Black or African-American,,7,1,1,1,6,1,3,Black or African-American,,6,2,3,3,6,1,5,Black or African-American,,7,1,1,1,4,1,5,Black or African-American,,7,2,2,1,5,1,5,Black or African-American,,7,2,1,1,6,2,4,Black or African-American,,5,2,1,1,7,1,1,Black or African-American,,7,1,1,2,6,1,5,Black or African-American,,5,2,1,1,7,1,5,Black or African-American,,7,1,1,1,7,1,6,Black or African-American,NA,7,1,1,1,7,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,970,Black,women,short,150.png,bwb150.png,No,No,Yes,186.6687927,191.2435,129.7185,121.16931,0.55759263,6,Black or African-American,,7,1,1,1,7,5,5,Black or African-American,,7,1,1,2,6,6,5,Black or African-American,,7,2,1,1,7,4,3,Black or African-American,,6,1,1,1,7,1,4,Black or African-American,,6,3,1,1,7,3,3,Black or African-American,,7,3,1,1,7,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,971,Black,women,short,151.png,bwb151.png,No,No,Yes,165.8434601,126.36715,109.99579,103.45124,0.4431576,5,Black or African-American,,6,1,2,6,2,1,5,Black or African-American,,6,3,2,5,5,1,7,Black or African-American,,7,1,1,1,7,1,4,Black or African-American,,6,2,1,3,4,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,979,Black,women,short,17.png,bwb17.png,No,No,Yes,150.3893738,132.74428,117.23222,104.63762,0.46910685,3,Black or African-American,,3,1,1,1,5,2,4,Black or African-American,,6,3,2,3,5,2,3,Black or African-American,,4,3,1,1,7,1,3,Not listed,Hispanic,3,3,1,3,5,1,3,Black or African-American,,4,2,1,1,7,1,4,Black or African-American,,4,4,2,4,5,2,2,Native Hawaiian or Other Pacific Islander,,3,4,4,2,5,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,983,Black,women,short,188.png,bwb188.png,No,No,Yes,148.5921326,159.89456,125.79531,114.40789,0.5185311,5,Black or African-American,,7,1,1,1,7,1,2,Black or African-American,,6,2,1,2,6,1,5,Black or African-American,,7,1,1,1,7,1,4,Black or African-American,,4,2,1,2,6,1,4,Black or African-American,,4,2,1,2,7,1,4,Black or African-American,,6,2,2,1,6,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,987,Black,women,short,193.png,bwb193.png,No,No,Yes,155.832077,95.47742,76.74602,59.962486,0.3118368,6,Black or African-American,,7,2,1,1,6,1,5,Black or African-American,,6,2,2,3,5,2,6,Black or African-American,,6,1,1,2,6,2,6,Black or African-American,,7,1,1,2,6,1,6,Black or African-American,,6,1,1,2,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,988,Black,women,short,195.png,bwb195.png,No,No,Yes,189.9975586,181.84439,152.14415,124.86925,0.6136946,5,Black or African-American,,6,2,2,3,5,1,5,Black or African-American,,7,1,1,1,6,1,7,Black or African-American,,7,1,1,1,5,1,6,Black or African-American,,7,1,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,989,Black,women,short,197.png,bwb197.png,No,No,Yes,186.9425201,179.19661,152.72482,136.43983,0.6163895,4,Black or African-American,,4,1,2,1,6,4,2,White,,1,6,3,1,7,4,3,Black or African-American,,2,1,1,1,7,6,3,Asian,,3,2,5,2,6,7,2,Black or African-American,,5,2,1,1,7,3,1,White,,1,7,1,4,3,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,994,Black,women,short,211.png,bwb211.png,No,No,Yes,151.7870941,106.90088,130.5834,128.19061,0.49166337,7,Black or African-American,,4,6,1,1,7,5,7,Black or African-American,,7,1,1,2,5,7,6,Black or African-American,,6,2,1,1,7,6,7,Black or African-American,,7,1,1,2,5,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,995,Black,women,short,212.png,bwb212.png,No,No,Yes,125.4758835,118.18685,86.7732,72.421455,0.36242437,7,Black or African-American,,7,1,1,3,5,1,6,Black or African-American,,7,1,2,2,5,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,1000,Black,women,short,221.png,bwb221.png,No,No,Yes,157.8772736,142.99307,119.47146,106.84021,0.4845577,2,White,,1,7,1,1,7,6,1,White,,1,7,1,2,6,7,1,White,,1,7,1,1,7,7,1,White,,1,7,1,1,7,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,1001,Black,women,short,222.png,bwb222.png,No,No,Yes,153.2118835,150.55249,142.0299,138.12172,0.5629818,4,Black or African-American,,2,2,1,5,4,1,5,Black or African-American,,4,1,1,1,7,1,4,Black or African-American,,5,1,1,1,5,1,6,Black or African-American,,6,2,2,4,4,1,2,Black or African-American,,7,1,1,1,7,2,5,Black or African-American,,7,1,1,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,1003,Black,women,short,229.png,bwb229.png,No,No,Yes,139.9605865,92.50774,82.39571,64.2805,0.326427,5,Black or African-American,,6,2,1,1,7,1,5,Black or African-American,,4,2,1,2,5,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,1006,Black,women,short,237.png,bwb237.png,No,No,Yes,151.7870941,106.90088,130.5834,128.19061,0.49166337,6,Black or African-American,,7,1,1,2,5,1,6,Black or African-American,,7,1,1,4,5,2,7,Black or African-American,,7,2,1,3,6,1,7,Black or African-American,,7,1,1,3,6,1,7,Black or African-American,,7,2,2,1,5,2,6,Black or African-American,,7,1,1,1,5,2,7,Black or African-American,,7,1,1,6,4,1,7,Black or African-American,,7,1,1,3,4,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,1007,Black,women,short,240.png,bwb240.png,No,No,Yes,173.5954742,168.92169,137.00166,127.52693,0.5612015,6,Black or African-American,,7,1,1,2,6,1,6,Black or African-American,,7,1,1,1,7,1,5,Black or African-American,,7,1,1,2,7,1,6,Black or African-American,,6,1,1,2,6,1,4,Black or African-American,,5,1,1,2,6,1,4,Black or African-American,,5,2,2,1,7,1,5,Black or African-American,,7,1,1,1,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,1011,Black,women,short,245.png,bwb245.png,No,No,Yes,137.9009705,91.79917,73.98536,56.30887,0.2999927,3,Black or African-American,,5,2,3,3,5,1,5,Native Hawaiian or Other Pacific Islander,,4,3,2,1,7,1,4,Black or African-American,,4,4,1,4,7,1,4,Not listed,multiracial,6,4,2,1,7,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,1014,Black,women,short,254.png,bwb254.png,No,No,Yes,189.9087982,170.41049,144.46182,128.57211,0.5836613,4,Black or African-American,,5,7,1,1,7,1,4,Black or African-American,,6,2,2,3,5,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
