,percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number,case,shuffled
994,40,NER-org,control_bpe_set/control_named_organization_40.en.bpe,translations/out_control_named_organization_40.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_organization_40.fr_non-shuffled.bpe,μ = 40.8 ± 0.7,40.8,100.0,control,non-shuffled
995,50,NER-org,control_bpe_set/control_named_organization_50.en.bpe,translations/out_control_named_organization_50.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_organization_50.fr_non-shuffled.bpe,μ = 40.4 ± 0.7,40.4,100.0,control,non-shuffled
996,60,NER-org,control_bpe_set/control_named_organization_60.en.bpe,translations/out_control_named_organization_60.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_organization_60.fr_non-shuffled.bpe,μ = 40.1 ± 0.7,40.1,100.0,control,non-shuffled
997,70,NER-org,control_bpe_set/control_named_organization_70.en.bpe,translations/out_control_named_organization_70.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_organization_70.fr_non-shuffled.bpe,μ = 39.6 ± 0.7,39.6,100.0,control,non-shuffled
998,80,NER-org,control_bpe_set/control_named_organization_80.en.bpe,translations/out_control_named_organization_80.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_organization_80.fr_non-shuffled.bpe,μ = 39.0 ± 0.7,39.0,100.0,control,non-shuffled
999,90,NER-org,control_bpe_set/control_named_organization_90.en.bpe,translations/out_control_named_organization_90.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_organization_90.fr_non-shuffled.bpe,μ = 38.8 ± 0.7,38.8,100.0,control,non-shuffled
1000,100,NER-per,control_bpe_set/control_named_person_100.en.bpe,translations/out_control_named_person_100.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_100.fr_non-shuffled.bpe,μ = 42.0 ± 0.7,42.0,101.0,control,non-shuffled
1001,10,NER-per,control_bpe_set/control_named_person_10.en.bpe,translations/out_control_named_person_10.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_10.fr_non-shuffled.bpe,μ = 42.3 ± 0.7,42.3,101.0,control,non-shuffled
1002,20,NER-per,control_bpe_set/control_named_person_20.en.bpe,translations/out_control_named_person_20.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_20.fr_non-shuffled.bpe,μ = 42.2 ± 0.7,42.2,101.0,control,non-shuffled
1003,30,NER-per,control_bpe_set/control_named_person_30.en.bpe,translations/out_control_named_person_30.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_30.fr_non-shuffled.bpe,μ = 42.3 ± 0.7,42.3,101.0,control,non-shuffled
1004,40,NER-per,control_bpe_set/control_named_person_40.en.bpe,translations/out_control_named_person_40.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_40.fr_non-shuffled.bpe,μ = 42.3 ± 0.7,42.3,101.0,control,non-shuffled
1005,50,NER-per,control_bpe_set/control_named_person_50.en.bpe,translations/out_control_named_person_50.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_50.fr_non-shuffled.bpe,μ = 42.2 ± 0.7,42.2,101.0,control,non-shuffled
1006,60,NER-per,control_bpe_set/control_named_person_60.en.bpe,translations/out_control_named_person_60.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_60.fr_non-shuffled.bpe,μ = 42.1 ± 0.7,42.1,101.0,control,non-shuffled
1007,70,NER-per,control_bpe_set/control_named_person_70.en.bpe,translations/out_control_named_person_70.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_70.fr_non-shuffled.bpe,μ = 42.1 ± 0.7,42.1,101.0,control,non-shuffled
1008,80,NER-per,control_bpe_set/control_named_person_80.en.bpe,translations/out_control_named_person_80.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_80.fr_non-shuffled.bpe,μ = 42.1 ± 0.7,42.1,101.0,control,non-shuffled
1009,90,NER-per,control_bpe_set/control_named_person_90.en.bpe,translations/out_control_named_person_90.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_named_person_90.fr_non-shuffled.bpe,μ = 42.0 ± 0.7,42.1,101.0,control,non-shuffled
1010,100,prep.,control_bpe_set/control_prep._100.en.bpe,translations/out_control_prep._100.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._100.fr_non-shuffled.bpe,μ = 29.8 ± 0.6,29.8,102.0,control,non-shuffled
1011,10,prep.,control_bpe_set/control_prep._10.en.bpe,translations/out_control_prep._10.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._10.fr_non-shuffled.bpe,μ = 41.1 ± 0.7,41.1,102.0,control,non-shuffled
1012,20,prep.,control_bpe_set/control_prep._20.en.bpe,translations/out_control_prep._20.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._20.fr_non-shuffled.bpe,μ = 39.5 ± 0.7,39.5,102.0,control,non-shuffled
1013,30,prep.,control_bpe_set/control_prep._30.en.bpe,translations/out_control_prep._30.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._30.fr_non-shuffled.bpe,μ = 38.5 ± 0.7,38.5,102.0,control,non-shuffled
1014,40,prep.,control_bpe_set/control_prep._40.en.bpe,translations/out_control_prep._40.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._40.fr_non-shuffled.bpe,μ = 37.4 ± 0.7,37.3,102.0,control,non-shuffled
1015,50,prep.,control_bpe_set/control_prep._50.en.bpe,translations/out_control_prep._50.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._50.fr_non-shuffled.bpe,μ = 35.9 ± 0.7,35.9,102.0,control,non-shuffled
1016,60,prep.,control_bpe_set/control_prep._60.en.bpe,translations/out_control_prep._60.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._60.fr_non-shuffled.bpe,μ = 34.4 ± 0.6,34.4,102.0,control,non-shuffled
1017,70,prep.,control_bpe_set/control_prep._70.en.bpe,translations/out_control_prep._70.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._70.fr_non-shuffled.bpe,μ = 33.5 ± 0.6,33.5,102.0,control,non-shuffled
1018,80,prep.,control_bpe_set/control_prep._80.en.bpe,translations/out_control_prep._80.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._80.fr_non-shuffled.bpe,μ = 32.1 ± 0.6,32.1,102.0,control,non-shuffled
1019,90,prep.,control_bpe_set/control_prep._90.en.bpe,translations/out_control_prep._90.fr_non-shuffled.tok,en-fr,out_bpe_set/out_control_prep._90.fr_non-shuffled.bpe,μ = 30.7 ± 0.6,30.7,102.0,control,non-shuffled
1020,100,article,control_bpe_set/control_article_100.en.bpe,translations/out_control_article_100.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_100.zh_shuffled-en-zh.bpe,μ = 28.3 ± 0.6,28.3,103.0,control,shuffled
1021,10,article,control_bpe_set/control_article_10.en.bpe,translations/out_control_article_10.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_10.zh_shuffled-en-zh.bpe,μ = 35.7 ± 0.7,35.7,103.0,control,shuffled
1022,20,article,control_bpe_set/control_article_20.en.bpe,translations/out_control_article_20.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_20.zh_shuffled-en-zh.bpe,μ = 34.9 ± 0.7,34.9,103.0,control,shuffled
1023,30,article,control_bpe_set/control_article_30.en.bpe,translations/out_control_article_30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_30.zh_shuffled-en-zh.bpe,μ = 33.9 ± 0.7,33.9,103.0,control,shuffled
1024,40,article,control_bpe_set/control_article_40.en.bpe,translations/out_control_article_40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_40.zh_shuffled-en-zh.bpe,μ = 33.2 ± 0.7,33.2,103.0,control,shuffled
1025,50,article,control_bpe_set/control_article_50.en.bpe,translations/out_control_article_50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_50.zh_shuffled-en-zh.bpe,μ = 32.8 ± 0.7,32.8,103.0,control,shuffled
1026,60,article,control_bpe_set/control_article_60.en.bpe,translations/out_control_article_60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_60.zh_shuffled-en-zh.bpe,μ = 31.6 ± 0.7,31.6,103.0,control,shuffled
1027,70,article,control_bpe_set/control_article_70.en.bpe,translations/out_control_article_70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_70.zh_shuffled-en-zh.bpe,μ = 30.5 ± 0.7,30.5,103.0,control,shuffled
1028,80,article,control_bpe_set/control_article_80.en.bpe,translations/out_control_article_80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_80.zh_shuffled-en-zh.bpe,μ = 30.2 ± 0.7,30.2,103.0,control,shuffled
1029,90,article,control_bpe_set/control_article_90.en.bpe,translations/out_control_article_90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_90.zh_shuffled-en-zh.bpe,μ = 28.9 ± 0.7,28.9,103.0,control,shuffled
1030,100,demonstrative,control_bpe_set/control_demonstratives_100.en.bpe,translations/out_control_demonstratives_100.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_100.zh_shuffled-en-zh.bpe,μ = 35.6 ± 0.8,35.6,104.0,control,shuffled
1031,10,demonstrative,control_bpe_set/control_demonstratives_10.en.bpe,translations/out_control_demonstratives_10.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_10.zh_shuffled-en-zh.bpe,μ = 36.5 ± 0.8,36.6,104.0,control,shuffled
1032,20,demonstrative,control_bpe_set/control_demonstratives_20.en.bpe,translations/out_control_demonstratives_20.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_20.zh_shuffled-en-zh.bpe,μ = 36.4 ± 0.8,36.4,104.0,control,shuffled
1033,30,demonstrative,control_bpe_set/control_demonstratives_30.en.bpe,translations/out_control_demonstratives_30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_30.zh_shuffled-en-zh.bpe,μ = 36.2 ± 0.7,36.2,104.0,control,shuffled
1034,40,demonstrative,control_bpe_set/control_demonstratives_40.en.bpe,translations/out_control_demonstratives_40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_40.zh_shuffled-en-zh.bpe,μ = 36.3 ± 0.8,36.3,104.0,control,shuffled
1035,50,demonstrative,control_bpe_set/control_demonstratives_50.en.bpe,translations/out_control_demonstratives_50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_50.zh_shuffled-en-zh.bpe,μ = 36.0 ± 0.8,36.0,104.0,control,shuffled
1036,60,demonstrative,control_bpe_set/control_demonstratives_60.en.bpe,translations/out_control_demonstratives_60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_60.zh_shuffled-en-zh.bpe,μ = 35.9 ± 0.7,35.9,104.0,control,shuffled
1037,70,demonstrative,control_bpe_set/control_demonstratives_70.en.bpe,translations/out_control_demonstratives_70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_70.zh_shuffled-en-zh.bpe,μ = 35.9 ± 0.7,35.9,104.0,control,shuffled
1038,80,demonstrative,control_bpe_set/control_demonstratives_80.en.bpe,translations/out_control_demonstratives_80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_80.zh_shuffled-en-zh.bpe,μ = 35.8 ± 0.8,35.8,104.0,control,shuffled
1039,90,demonstrative,control_bpe_set/control_demonstratives_90.en.bpe,translations/out_control_demonstratives_90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_90.zh_shuffled-en-zh.bpe,μ = 35.6 ± 0.8,35.6,104.0,control,shuffled
1040,100,determiner,control_bpe_set/control_determiners_100.en.bpe,translations/out_control_determiners_100.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_100.zh_shuffled-en-zh.bpe,μ = 27.4 ± 0.6,27.4,105.0,control,shuffled
1041,10,determiner,control_bpe_set/control_determiners_10.en.bpe,translations/out_control_determiners_10.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_10.zh_shuffled-en-zh.bpe,μ = 35.7 ± 0.7,35.7,105.0,control,shuffled
1042,20,determiner,control_bpe_set/control_determiners_20.en.bpe,translations/out_control_determiners_20.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_20.zh_shuffled-en-zh.bpe,μ = 34.6 ± 0.7,34.6,105.0,control,shuffled
1043,30,determiner,control_bpe_set/control_determiners_30.en.bpe,translations/out_control_determiners_30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_30.zh_shuffled-en-zh.bpe,μ = 34.0 ± 0.7,34.0,105.0,control,shuffled
1044,40,determiner,control_bpe_set/control_determiners_40.en.bpe,translations/out_control_determiners_40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_40.zh_shuffled-en-zh.bpe,μ = 32.7 ± 0.7,32.7,105.0,control,shuffled
1045,50,determiner,control_bpe_set/control_determiners_50.en.bpe,translations/out_control_determiners_50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_50.zh_shuffled-en-zh.bpe,μ = 31.8 ± 0.7,31.8,105.0,control,shuffled
1046,60,determiner,control_bpe_set/control_determiners_60.en.bpe,translations/out_control_determiners_60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_60.zh_shuffled-en-zh.bpe,μ = 31.0 ± 0.7,31.1,105.0,control,shuffled
1047,70,determiner,control_bpe_set/control_determiners_70.en.bpe,translations/out_control_determiners_70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_70.zh_shuffled-en-zh.bpe,μ = 30.1 ± 0.7,30.1,105.0,control,shuffled
1048,80,determiner,control_bpe_set/control_determiners_80.en.bpe,translations/out_control_determiners_80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_80.zh_shuffled-en-zh.bpe,μ = 29.2 ± 0.7,29.2,105.0,control,shuffled
1049,90,determiner,control_bpe_set/control_determiners_90.en.bpe,translations/out_control_determiners_90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_90.zh_shuffled-en-zh.bpe,μ = 28.4 ± 0.6,28.4,105.0,control,shuffled
1050,100,lemma,control_bpe_set/control_lemmas_100.en.bpe,translations/out_control_lemmas_100.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_100.zh_shuffled-en-zh.bpe,μ = 23.8 ± 0.6,23.8,106.0,control,shuffled
1051,10,lemma,control_bpe_set/control_lemmas_10.en.bpe,translations/out_control_lemmas_10.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_10.zh_shuffled-en-zh.bpe,μ = 35.2 ± 0.7,35.2,106.0,control,shuffled
1052,20,lemma,control_bpe_set/control_lemmas_20.en.bpe,translations/out_control_lemmas_20.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_20.zh_shuffled-en-zh.bpe,μ = 33.7 ± 0.7,33.7,106.0,control,shuffled
1053,30,lemma,control_bpe_set/control_lemmas_30.en.bpe,translations/out_control_lemmas_30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_30.zh_shuffled-en-zh.bpe,μ = 32.4 ± 0.7,32.4,106.0,control,shuffled
1054,40,lemma,control_bpe_set/control_lemmas_40.en.bpe,translations/out_control_lemmas_40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_40.zh_shuffled-en-zh.bpe,μ = 31.0 ± 0.7,31.0,106.0,control,shuffled
1055,50,lemma,control_bpe_set/control_lemmas_50.en.bpe,translations/out_control_lemmas_50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_50.zh_shuffled-en-zh.bpe,μ = 29.8 ± 0.6,29.8,106.0,control,shuffled
1056,60,lemma,control_bpe_set/control_lemmas_60.en.bpe,translations/out_control_lemmas_60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_60.zh_shuffled-en-zh.bpe,μ = 28.4 ± 0.6,28.4,106.0,control,shuffled
1057,70,lemma,control_bpe_set/control_lemmas_70.en.bpe,translations/out_control_lemmas_70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_70.zh_shuffled-en-zh.bpe,μ = 27.1 ± 0.6,27.1,106.0,control,shuffled
1058,80,lemma,control_bpe_set/control_lemmas_80.en.bpe,translations/out_control_lemmas_80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_80.zh_shuffled-en-zh.bpe,μ = 26.0 ± 0.7,26.0,106.0,control,shuffled
1059,90,lemma,control_bpe_set/control_lemmas_90.en.bpe,translations/out_control_lemmas_90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_90.zh_shuffled-en-zh.bpe,μ = 24.9 ± 0.6,24.9,106.0,control,shuffled
1060,100,NER-all,control_bpe_set/control_named_allentities_100.en.bpe,translations/out_control_named_allentities_100.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_100.zh_shuffled-en-zh.bpe,μ = 23.9 ± 0.6,23.9,107.0,control,shuffled
1061,10,NER-all,control_bpe_set/control_named_allentities_10.en.bpe,translations/out_control_named_allentities_10.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_10.zh_shuffled-en-zh.bpe,μ = 35.2 ± 0.8,35.2,107.0,control,shuffled
1062,20,NER-all,control_bpe_set/control_named_allentities_20.en.bpe,translations/out_control_named_allentities_20.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_20.zh_shuffled-en-zh.bpe,μ = 33.9 ± 0.7,33.9,107.0,control,shuffled
1063,30,NER-all,control_bpe_set/control_named_allentities_30.en.bpe,translations/out_control_named_allentities_30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_30.zh_shuffled-en-zh.bpe,μ = 32.8 ± 0.7,32.8,107.0,control,shuffled
1064,40,NER-all,control_bpe_set/control_named_allentities_40.en.bpe,translations/out_control_named_allentities_40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_40.zh_shuffled-en-zh.bpe,μ = 31.2 ± 0.7,31.2,107.0,control,shuffled
1065,50,NER-all,control_bpe_set/control_named_allentities_50.en.bpe,translations/out_control_named_allentities_50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_50.zh_shuffled-en-zh.bpe,μ = 29.9 ± 0.6,29.9,107.0,control,shuffled
1066,60,NER-all,control_bpe_set/control_named_allentities_60.en.bpe,translations/out_control_named_allentities_60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_60.zh_shuffled-en-zh.bpe,μ = 28.7 ± 0.7,28.7,107.0,control,shuffled
1067,70,NER-all,control_bpe_set/control_named_allentities_70.en.bpe,translations/out_control_named_allentities_70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_70.zh_shuffled-en-zh.bpe,μ = 27.5 ± 0.7,27.5,107.0,control,shuffled
1068,80,NER-all,control_bpe_set/control_named_allentities_80.en.bpe,translations/out_control_named_allentities_80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_80.zh_shuffled-en-zh.bpe,μ = 26.5 ± 0.6,26.5,107.0,control,shuffled
1069,90,NER-all,control_bpe_set/control_named_allentities_90.en.bpe,translations/out_control_named_allentities_90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_90.zh_shuffled-en-zh.bpe,μ = 25.1 ± 0.6,25.1,107.0,control,shuffled
1070,100,number,control_bpe_set/control_named_cardinal_100.en.bpe,translations/out_control_named_cardinal_100.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_100.zh_shuffled-en-zh.bpe,μ = 35.1 ± 0.8,35.1,108.0,control,shuffled
1071,10,number,control_bpe_set/control_named_cardinal_10.en.bpe,translations/out_control_named_cardinal_10.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_10.zh_shuffled-en-zh.bpe,μ = 36.5 ± 0.7,36.5,108.0,control,shuffled
1072,20,number,control_bpe_set/control_named_cardinal_20.en.bpe,translations/out_control_named_cardinal_20.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_20.zh_shuffled-en-zh.bpe,μ = 36.3 ± 0.7,36.3,108.0,control,shuffled
1073,30,number,control_bpe_set/control_named_cardinal_30.en.bpe,translations/out_control_named_cardinal_30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_30.zh_shuffled-en-zh.bpe,μ = 36.1 ± 0.7,36.1,108.0,control,shuffled
1074,40,number,control_bpe_set/control_named_cardinal_40.en.bpe,translations/out_control_named_cardinal_40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_40.zh_shuffled-en-zh.bpe,μ = 35.9 ± 0.7,36.0,108.0,control,shuffled
1075,50,number,control_bpe_set/control_named_cardinal_50.en.bpe,translations/out_control_named_cardinal_50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_50.zh_shuffled-en-zh.bpe,μ = 35.8 ± 0.7,35.8,108.0,control,shuffled
1076,60,number,control_bpe_set/control_named_cardinal_60.en.bpe,translations/out_control_named_cardinal_60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_60.zh_shuffled-en-zh.bpe,μ = 35.7 ± 0.8,35.7,108.0,control,shuffled
1077,70,number,control_bpe_set/control_named_cardinal_70.en.bpe,translations/out_control_named_cardinal_70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_70.zh_shuffled-en-zh.bpe,μ = 35.5 ± 0.7,35.5,108.0,control,shuffled
1078,80,number,control_bpe_set/control_named_cardinal_80.en.bpe,translations/out_control_named_cardinal_80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_80.zh_shuffled-en-zh.bpe,μ = 35.5 ± 0.7,35.5,108.0,control,shuffled
1079,90,number,control_bpe_set/control_named_cardinal_90.en.bpe,translations/out_control_named_cardinal_90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_90.zh_shuffled-en-zh.bpe,μ = 35.3 ± 0.7,35.3,108.0,control,shuffled
1080,100,NER-org,control_bpe_set/control_named_organization_100.en.bpe,translations/out_control_named_organization_100.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_100.zh_shuffled-en-zh.bpe,μ = 32.3 ± 0.7,32.4,109.0,control,shuffled
1081,10,NER-org,control_bpe_set/control_named_organization_10.en.bpe,translations/out_control_named_organization_10.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_10.zh_shuffled-en-zh.bpe,μ = 36.2 ± 0.8,36.2,109.0,control,shuffled
1082,20,NER-org,control_bpe_set/control_named_organization_20.en.bpe,translations/out_control_named_organization_20.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_20.zh_shuffled-en-zh.bpe,μ = 35.8 ± 0.8,35.8,109.0,control,shuffled
1083,30,NER-org,control_bpe_set/control_named_organization_30.en.bpe,translations/out_control_named_organization_30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_30.zh_shuffled-en-zh.bpe,μ = 35.4 ± 0.8,35.4,109.0,control,shuffled
1084,40,NER-org,control_bpe_set/control_named_organization_40.en.bpe,translations/out_control_named_organization_40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_40.zh_shuffled-en-zh.bpe,μ = 35.1 ± 0.7,35.1,109.0,control,shuffled
1085,50,NER-org,control_bpe_set/control_named_organization_50.en.bpe,translations/out_control_named_organization_50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_50.zh_shuffled-en-zh.bpe,μ = 34.5 ± 0.7,34.5,109.0,control,shuffled
1086,60,NER-org,control_bpe_set/control_named_organization_60.en.bpe,translations/out_control_named_organization_60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_60.zh_shuffled-en-zh.bpe,μ = 34.4 ± 0.7,34.4,109.0,control,shuffled
1087,70,NER-org,control_bpe_set/control_named_organization_70.en.bpe,translations/out_control_named_organization_70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_70.zh_shuffled-en-zh.bpe,μ = 33.7 ± 0.7,33.7,109.0,control,shuffled
1088,80,NER-org,control_bpe_set/control_named_organization_80.en.bpe,translations/out_control_named_organization_80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_80.zh_shuffled-en-zh.bpe,μ = 33.1 ± 0.7,33.1,109.0,control,shuffled
1089,90,NER-org,control_bpe_set/control_named_organization_90.en.bpe,translations/out_control_named_organization_90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_90.zh_shuffled-en-zh.bpe,μ = 33.1 ± 0.7,33.1,109.0,control,shuffled
1090,100,NER-per,control_bpe_set/control_named_person_100.en.bpe,translations/out_control_named_person_100.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_100.zh_shuffled-en-zh.bpe,μ = 36.3 ± 0.8,36.3,110.0,control,shuffled
1091,10,NER-per,control_bpe_set/control_named_person_10.en.bpe,translations/out_control_named_person_10.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_10.zh_shuffled-en-zh.bpe,μ = 36.6 ± 0.8,36.6,110.0,control,shuffled
1092,20,NER-per,control_bpe_set/control_named_person_20.en.bpe,translations/out_control_named_person_20.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_20.zh_shuffled-en-zh.bpe,μ = 36.6 ± 0.8,36.6,110.0,control,shuffled
1093,30,NER-per,control_bpe_set/control_named_person_30.en.bpe,translations/out_control_named_person_30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_30.zh_shuffled-en-zh.bpe,μ = 36.5 ± 0.8,36.5,110.0,control,shuffled
1094,40,NER-per,control_bpe_set/control_named_person_40.en.bpe,translations/out_control_named_person_40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_40.zh_shuffled-en-zh.bpe,μ = 36.4 ± 0.8,36.4,110.0,control,shuffled
1095,50,NER-per,control_bpe_set/control_named_person_50.en.bpe,translations/out_control_named_person_50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_50.zh_shuffled-en-zh.bpe,μ = 36.4 ± 0.8,36.4,110.0,control,shuffled
1096,60,NER-per,control_bpe_set/control_named_person_60.en.bpe,translations/out_control_named_person_60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_60.zh_shuffled-en-zh.bpe,μ = 36.4 ± 0.7,36.4,110.0,control,shuffled
1097,70,NER-per,control_bpe_set/control_named_person_70.en.bpe,translations/out_control_named_person_70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_70.zh_shuffled-en-zh.bpe,μ = 36.4 ± 0.8,36.4,110.0,control,shuffled
1098,80,NER-per,control_bpe_set/control_named_person_80.en.bpe,translations/out_control_named_person_80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_80.zh_shuffled-en-zh.bpe,μ = 36.4 ± 0.7,36.4,110.0,control,shuffled
1099,90,NER-per,control_bpe_set/control_named_person_90.en.bpe,translations/out_control_named_person_90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_person_90.zh_shuffled-en-zh.bpe,μ = 36.2 ± 0.7,36.2,110.0,control,shuffled
