,percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number,case,shuffled
1100,100,prep.,control_bpe_set/control_prep._100.en.bpe,translations/out_control_prep._100.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._100.zh_shuffled-en-zh.bpe,μ = 24.1 ± 0.6,24.1,111.0,control,shuffled
1101,10,prep.,control_bpe_set/control_prep._10.en.bpe,translations/out_control_prep._10.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._10.zh_shuffled-en-zh.bpe,μ = 35.3 ± 0.8,35.3,111.0,control,shuffled
1102,20,prep.,control_bpe_set/control_prep._20.en.bpe,translations/out_control_prep._20.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._20.zh_shuffled-en-zh.bpe,μ = 33.7 ± 0.7,33.7,111.0,control,shuffled
1103,30,prep.,control_bpe_set/control_prep._30.en.bpe,translations/out_control_prep._30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._30.zh_shuffled-en-zh.bpe,μ = 32.5 ± 0.7,32.5,111.0,control,shuffled
1104,40,prep.,control_bpe_set/control_prep._40.en.bpe,translations/out_control_prep._40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._40.zh_shuffled-en-zh.bpe,μ = 31.3 ± 0.7,31.3,111.0,control,shuffled
1105,50,prep.,control_bpe_set/control_prep._50.en.bpe,translations/out_control_prep._50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._50.zh_shuffled-en-zh.bpe,μ = 30.3 ± 0.7,30.3,111.0,control,shuffled
1106,60,prep.,control_bpe_set/control_prep._60.en.bpe,translations/out_control_prep._60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._60.zh_shuffled-en-zh.bpe,μ = 28.9 ± 0.7,28.9,111.0,control,shuffled
1107,70,prep.,control_bpe_set/control_prep._70.en.bpe,translations/out_control_prep._70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._70.zh_shuffled-en-zh.bpe,μ = 27.6 ± 0.7,27.6,111.0,control,shuffled
1108,80,prep.,control_bpe_set/control_prep._80.en.bpe,translations/out_control_prep._80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._80.zh_shuffled-en-zh.bpe,μ = 26.7 ± 0.6,26.7,111.0,control,shuffled
1109,90,prep.,control_bpe_set/control_prep._90.en.bpe,translations/out_control_prep._90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_prep._90.zh_shuffled-en-zh.bpe,μ = 25.7 ± 0.6,25.7,111.0,control,shuffled
1110,100,article,control_bpe_set/control_article_100.en.bpe,translations/out_control_article_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_100.zh_non-shuffled-en-zh.bpe,μ = 34.3 ± 0.6,34.3,112.0,control,non-shuffled
1111,10,article,control_bpe_set/control_article_10.en.bpe,translations/out_control_article_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_10.zh_non-shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,112.0,control,non-shuffled
1112,20,article,control_bpe_set/control_article_20.en.bpe,translations/out_control_article_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_20.zh_non-shuffled-en-zh.bpe,μ = 42.0 ± 0.6,42.0,112.0,control,non-shuffled
1113,30,article,control_bpe_set/control_article_30.en.bpe,translations/out_control_article_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_30.zh_non-shuffled-en-zh.bpe,μ = 40.9 ± 0.7,40.9,112.0,control,non-shuffled
1114,40,article,control_bpe_set/control_article_40.en.bpe,translations/out_control_article_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_40.zh_non-shuffled-en-zh.bpe,μ = 40.1 ± 0.7,40.1,112.0,control,non-shuffled
1115,50,article,control_bpe_set/control_article_50.en.bpe,translations/out_control_article_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_50.zh_non-shuffled-en-zh.bpe,μ = 39.3 ± 0.7,39.3,112.0,control,non-shuffled
1116,60,article,control_bpe_set/control_article_60.en.bpe,translations/out_control_article_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_60.zh_non-shuffled-en-zh.bpe,μ = 38.3 ± 0.6,38.3,112.0,control,non-shuffled
1117,70,article,control_bpe_set/control_article_70.en.bpe,translations/out_control_article_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_70.zh_non-shuffled-en-zh.bpe,μ = 37.2 ± 0.6,37.2,112.0,control,non-shuffled
1118,80,article,control_bpe_set/control_article_80.en.bpe,translations/out_control_article_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_80.zh_non-shuffled-en-zh.bpe,μ = 36.4 ± 0.6,36.4,112.0,control,non-shuffled
1119,90,article,control_bpe_set/control_article_90.en.bpe,translations/out_control_article_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_article_90.zh_non-shuffled-en-zh.bpe,μ = 35.0 ± 0.6,35.0,112.0,control,non-shuffled
1120,100,demonstrative,control_bpe_set/control_demonstratives_100.en.bpe,translations/out_control_demonstratives_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_100.zh_non-shuffled-en-zh.bpe,μ = 42.7 ± 0.7,42.7,113.0,control,non-shuffled
1121,10,demonstrative,control_bpe_set/control_demonstratives_10.en.bpe,translations/out_control_demonstratives_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_10.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,113.0,control,non-shuffled
1122,20,demonstrative,control_bpe_set/control_demonstratives_20.en.bpe,translations/out_control_demonstratives_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_20.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,113.0,control,non-shuffled
1123,30,demonstrative,control_bpe_set/control_demonstratives_30.en.bpe,translations/out_control_demonstratives_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_30.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,113.0,control,non-shuffled
1124,40,demonstrative,control_bpe_set/control_demonstratives_40.en.bpe,translations/out_control_demonstratives_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_40.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,113.0,control,non-shuffled
1125,50,demonstrative,control_bpe_set/control_demonstratives_50.en.bpe,translations/out_control_demonstratives_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_50.zh_non-shuffled-en-zh.bpe,μ = 43.2 ± 0.7,43.2,113.0,control,non-shuffled
1126,60,demonstrative,control_bpe_set/control_demonstratives_60.en.bpe,translations/out_control_demonstratives_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_60.zh_non-shuffled-en-zh.bpe,μ = 43.2 ± 0.7,43.2,113.0,control,non-shuffled
1127,70,demonstrative,control_bpe_set/control_demonstratives_70.en.bpe,translations/out_control_demonstratives_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_70.zh_non-shuffled-en-zh.bpe,μ = 43.1 ± 0.7,43.0,113.0,control,non-shuffled
1128,80,demonstrative,control_bpe_set/control_demonstratives_80.en.bpe,translations/out_control_demonstratives_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_80.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,113.0,control,non-shuffled
1129,90,demonstrative,control_bpe_set/control_demonstratives_90.en.bpe,translations/out_control_demonstratives_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_demonstratives_90.zh_non-shuffled-en-zh.bpe,μ = 42.7 ± 0.7,42.7,113.0,control,non-shuffled
1130,100,determiner,control_bpe_set/control_determiners_100.en.bpe,translations/out_control_determiners_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_100.zh_non-shuffled-en-zh.bpe,μ = 33.2 ± 0.6,33.2,114.0,control,non-shuffled
1131,10,determiner,control_bpe_set/control_determiners_10.en.bpe,translations/out_control_determiners_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_10.zh_non-shuffled-en-zh.bpe,μ = 42.7 ± 0.7,42.7,114.0,control,non-shuffled
1132,20,determiner,control_bpe_set/control_determiners_20.en.bpe,translations/out_control_determiners_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_20.zh_non-shuffled-en-zh.bpe,μ = 41.8 ± 0.7,41.8,114.0,control,non-shuffled
1133,30,determiner,control_bpe_set/control_determiners_30.en.bpe,translations/out_control_determiners_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_30.zh_non-shuffled-en-zh.bpe,μ = 40.6 ± 0.7,40.6,114.0,control,non-shuffled
1134,40,determiner,control_bpe_set/control_determiners_40.en.bpe,translations/out_control_determiners_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_40.zh_non-shuffled-en-zh.bpe,μ = 39.6 ± 0.7,39.6,114.0,control,non-shuffled
1135,50,determiner,control_bpe_set/control_determiners_50.en.bpe,translations/out_control_determiners_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_50.zh_non-shuffled-en-zh.bpe,μ = 38.5 ± 0.6,38.5,114.0,control,non-shuffled
1136,60,determiner,control_bpe_set/control_determiners_60.en.bpe,translations/out_control_determiners_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_60.zh_non-shuffled-en-zh.bpe,μ = 37.4 ± 0.6,37.4,114.0,control,non-shuffled
1137,70,determiner,control_bpe_set/control_determiners_70.en.bpe,translations/out_control_determiners_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_70.zh_non-shuffled-en-zh.bpe,μ = 36.5 ± 0.6,36.5,114.0,control,non-shuffled
1138,80,determiner,control_bpe_set/control_determiners_80.en.bpe,translations/out_control_determiners_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_80.zh_non-shuffled-en-zh.bpe,μ = 35.4 ± 0.6,35.4,114.0,control,non-shuffled
1139,90,determiner,control_bpe_set/control_determiners_90.en.bpe,translations/out_control_determiners_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_determiners_90.zh_non-shuffled-en-zh.bpe,μ = 34.2 ± 0.6,34.2,114.0,control,non-shuffled
1140,100,lemma,control_bpe_set/control_lemmas_100.en.bpe,translations/out_control_lemmas_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_100.zh_non-shuffled-en-zh.bpe,μ = 29.1 ± 0.6,29.1,115.0,control,non-shuffled
1141,10,lemma,control_bpe_set/control_lemmas_10.en.bpe,translations/out_control_lemmas_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_10.zh_non-shuffled-en-zh.bpe,μ = 42.5 ± 0.7,42.5,115.0,control,non-shuffled
1142,20,lemma,control_bpe_set/control_lemmas_20.en.bpe,translations/out_control_lemmas_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_20.zh_non-shuffled-en-zh.bpe,μ = 40.7 ± 0.7,40.7,115.0,control,non-shuffled
1143,30,lemma,control_bpe_set/control_lemmas_30.en.bpe,translations/out_control_lemmas_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_30.zh_non-shuffled-en-zh.bpe,μ = 39.2 ± 0.7,39.2,115.0,control,non-shuffled
1144,40,lemma,control_bpe_set/control_lemmas_40.en.bpe,translations/out_control_lemmas_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_40.zh_non-shuffled-en-zh.bpe,μ = 37.6 ± 0.6,37.6,115.0,control,non-shuffled
1145,50,lemma,control_bpe_set/control_lemmas_50.en.bpe,translations/out_control_lemmas_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_50.zh_non-shuffled-en-zh.bpe,μ = 36.2 ± 0.6,36.2,115.0,control,non-shuffled
1146,60,lemma,control_bpe_set/control_lemmas_60.en.bpe,translations/out_control_lemmas_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_60.zh_non-shuffled-en-zh.bpe,μ = 34.5 ± 0.6,34.5,115.0,control,non-shuffled
1147,70,lemma,control_bpe_set/control_lemmas_70.en.bpe,translations/out_control_lemmas_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_70.zh_non-shuffled-en-zh.bpe,μ = 33.1 ± 0.6,33.2,115.0,control,non-shuffled
1148,80,lemma,control_bpe_set/control_lemmas_80.en.bpe,translations/out_control_lemmas_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_80.zh_non-shuffled-en-zh.bpe,μ = 31.6 ± 0.6,31.6,115.0,control,non-shuffled
1149,90,lemma,control_bpe_set/control_lemmas_90.en.bpe,translations/out_control_lemmas_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_lemmas_90.zh_non-shuffled-en-zh.bpe,μ = 30.3 ± 0.6,30.3,115.0,control,non-shuffled
1150,100,NER-all,control_bpe_set/control_named_allentities_100.en.bpe,translations/out_control_named_allentities_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_100.zh_non-shuffled-en-zh.bpe,μ = 29.1 ± 0.6,29.1,116.0,control,non-shuffled
1151,10,NER-all,control_bpe_set/control_named_allentities_10.en.bpe,translations/out_control_named_allentities_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_10.zh_non-shuffled-en-zh.bpe,μ = 42.5 ± 0.7,42.5,116.0,control,non-shuffled
1152,20,NER-all,control_bpe_set/control_named_allentities_20.en.bpe,translations/out_control_named_allentities_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_20.zh_non-shuffled-en-zh.bpe,μ = 40.7 ± 0.7,40.7,116.0,control,non-shuffled
1153,30,NER-all,control_bpe_set/control_named_allentities_30.en.bpe,translations/out_control_named_allentities_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_30.zh_non-shuffled-en-zh.bpe,μ = 39.6 ± 0.7,39.6,116.0,control,non-shuffled
1154,40,NER-all,control_bpe_set/control_named_allentities_40.en.bpe,translations/out_control_named_allentities_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_40.zh_non-shuffled-en-zh.bpe,μ = 38.0 ± 0.7,38.0,116.0,control,non-shuffled
1155,50,NER-all,control_bpe_set/control_named_allentities_50.en.bpe,translations/out_control_named_allentities_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_50.zh_non-shuffled-en-zh.bpe,μ = 36.3 ± 0.6,36.3,116.0,control,non-shuffled
1156,60,NER-all,control_bpe_set/control_named_allentities_60.en.bpe,translations/out_control_named_allentities_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_60.zh_non-shuffled-en-zh.bpe,μ = 35.1 ± 0.6,35.1,116.0,control,non-shuffled
1157,70,NER-all,control_bpe_set/control_named_allentities_70.en.bpe,translations/out_control_named_allentities_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_70.zh_non-shuffled-en-zh.bpe,μ = 33.7 ± 0.6,33.7,116.0,control,non-shuffled
1158,80,NER-all,control_bpe_set/control_named_allentities_80.en.bpe,translations/out_control_named_allentities_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_80.zh_non-shuffled-en-zh.bpe,μ = 32.0 ± 0.6,32.0,116.0,control,non-shuffled
1159,90,NER-all,control_bpe_set/control_named_allentities_90.en.bpe,translations/out_control_named_allentities_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_allentities_90.zh_non-shuffled-en-zh.bpe,μ = 30.4 ± 0.6,30.4,116.0,control,non-shuffled
1160,100,number,control_bpe_set/control_named_cardinal_100.en.bpe,translations/out_control_named_cardinal_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_100.zh_non-shuffled-en-zh.bpe,μ = 42.1 ± 0.7,42.1,117.0,control,non-shuffled
1161,10,number,control_bpe_set/control_named_cardinal_10.en.bpe,translations/out_control_named_cardinal_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_10.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,117.0,control,non-shuffled
1162,20,number,control_bpe_set/control_named_cardinal_20.en.bpe,translations/out_control_named_cardinal_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_20.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,117.0,control,non-shuffled
1163,30,number,control_bpe_set/control_named_cardinal_30.en.bpe,translations/out_control_named_cardinal_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_30.zh_non-shuffled-en-zh.bpe,μ = 43.3 ± 0.7,43.3,117.0,control,non-shuffled
1164,40,number,control_bpe_set/control_named_cardinal_40.en.bpe,translations/out_control_named_cardinal_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_40.zh_non-shuffled-en-zh.bpe,μ = 43.2 ± 0.7,43.2,117.0,control,non-shuffled
1165,50,number,control_bpe_set/control_named_cardinal_50.en.bpe,translations/out_control_named_cardinal_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_50.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,117.0,control,non-shuffled
1166,60,number,control_bpe_set/control_named_cardinal_60.en.bpe,translations/out_control_named_cardinal_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_60.zh_non-shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,117.0,control,non-shuffled
1167,70,number,control_bpe_set/control_named_cardinal_70.en.bpe,translations/out_control_named_cardinal_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_70.zh_non-shuffled-en-zh.bpe,μ = 42.6 ± 0.7,42.6,117.0,control,non-shuffled
1168,80,number,control_bpe_set/control_named_cardinal_80.en.bpe,translations/out_control_named_cardinal_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_80.zh_non-shuffled-en-zh.bpe,μ = 42.5 ± 0.7,42.5,117.0,control,non-shuffled
1169,90,number,control_bpe_set/control_named_cardinal_90.en.bpe,translations/out_control_named_cardinal_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_cardinal_90.zh_non-shuffled-en-zh.bpe,μ = 42.4 ± 0.7,42.3,117.0,control,non-shuffled
1170,100,NER-org,control_bpe_set/control_named_organization_100.en.bpe,translations/out_control_named_organization_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_100.zh_non-shuffled-en-zh.bpe,μ = 39.2 ± 0.7,39.2,118.0,control,non-shuffled
1171,10,NER-org,control_bpe_set/control_named_organization_10.en.bpe,translations/out_control_named_organization_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_10.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,118.0,control,non-shuffled
1172,20,NER-org,control_bpe_set/control_named_organization_20.en.bpe,translations/out_control_named_organization_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_20.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,118.0,control,non-shuffled
1173,30,NER-org,control_bpe_set/control_named_organization_30.en.bpe,translations/out_control_named_organization_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_30.zh_non-shuffled-en-zh.bpe,μ = 42.7 ± 0.7,42.7,118.0,control,non-shuffled
1174,40,NER-org,control_bpe_set/control_named_organization_40.en.bpe,translations/out_control_named_organization_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_40.zh_non-shuffled-en-zh.bpe,μ = 42.0 ± 0.7,42.0,118.0,control,non-shuffled
1175,50,NER-org,control_bpe_set/control_named_organization_50.en.bpe,translations/out_control_named_organization_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_50.zh_non-shuffled-en-zh.bpe,μ = 41.5 ± 0.6,41.5,118.0,control,non-shuffled
1176,60,NER-org,control_bpe_set/control_named_organization_60.en.bpe,translations/out_control_named_organization_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_60.zh_non-shuffled-en-zh.bpe,μ = 41.2 ± 0.7,41.2,118.0,control,non-shuffled
1177,70,NER-org,control_bpe_set/control_named_organization_70.en.bpe,translations/out_control_named_organization_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_70.zh_non-shuffled-en-zh.bpe,μ = 40.8 ± 0.7,40.8,118.0,control,non-shuffled
1178,80,NER-org,control_bpe_set/control_named_organization_80.en.bpe,translations/out_control_named_organization_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_control_named_organization_80.zh_non-shuffled-en-zh.bpe,μ = 40.4 ± 0.7,40.4,118.0,control,non-shuffled
